"runId","processingRound","relName","relId","scoreDuringRun","rankingDuringRun","runFoundPredictor","relationshipCorrectPredictions","relationshipIncorrectPredictions","relationshipMadeAllCorrectPredictions","usedToMakeFinalPrediction","label_notNullRowsInTable","label_uniqueRowsInTable","label_numRowsInTable","label_nullRowsInTable","label_numAncestorAtts","label_depth","label_guessedType","label_isDuplicate","label_isAlmostDuplicate","label_bestTargetAttRowsCovered","label_bestPercentageOfTargetAttCovered","label_bestTargetAttTotalLength","label_bestTargetAttRows","label_bestAimForScore","label_totalLength","label_firstRowLength","label_averageRowLength","label_numParents","label_generatedByConstantCreator","label_bestCoveringRows","label_bestCoveringPercentageAvg","label_inputToRelationships","label_RRAToRelationships","label_datatableAttsUsedInRelationships","label_datatableAttsUsedAsRRAsInRelationships","rra_notNullRowsInTable","rra_uniqueRowsInTable","rra_numRowsInTable","rra_nullRowsInTable","rra_numAncestorAtts","rra_depth","rra_guessedType","rra_isDuplicate","rra_isAlmostDuplicate","rra_bestTargetAttRowsCovered","rra_bestPercentageOfTargetAttCovered","rra_bestTargetAttTotalLength","rra_bestTargetAttRows","rra_bestAimForScore","rra_totalLength","rra_firstRowLength","rra_averageRowLength","rra_numParents","rra_generatedByConstantCreator","rra_bestCoveringRows","rra_bestCoveringPercentageAvg","rra_inputToRelationships","rra_RRAToRelationships","rra_datatableAttsUsedInRelationships","rra_datatableAttsUsedAsRRAsInRelationships","firstInput_notNullRowsInTable","firstInput_uniqueRowsInTable","firstInput_numRowsInTable","firstInput_nullRowsInTable","firstInput_numAncestorAtts","firstInput_depth","firstInput_guessedType","firstInput_isDuplicate","firstInput_isAlmostDuplicate","firstInput_bestTargetAttRowsCovered","firstInput_bestPercentageOfTargetAttCovered","firstInput_bestTargetAttTotalLength","firstInput_bestTargetAttRows","firstInput_bestAimForScore","firstInput_totalLength","firstInput_firstRowLength","firstInput_averageRowLength","firstInput_numParents","firstInput_generatedByConstantCreator","firstInput_bestCoveringRows","firstInput_bestCoveringPercentageAvg","firstInput_inputToRelationships","firstInput_RRAToRelationships","firstInput_datatableAttsUsedInRelationships","firstInput_datatableAttsUsedAsRRAsInRelationships"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString' WHERE fbid='ToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t1569_0.1)
From:ReadCSVToTable-1(SplitOnString\nToRows-1(getInputFromFile())) (t1523_0.4) 

","1440816566",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","15","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString' WHERE fbid='ToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t1569_0.1)
From:AlphabetLetters(SplitOnString\nToRows-1(getInputFromFile())) (t1523_1.16) 

","-589341993",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","17","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString' WHERE fbid='ToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t1569_0.1)
From:stringLength(SplitOnString\nToRows-1(getInputFromFile())) (t1523_1.12) 

","-558235536",NULL,NULL,"1","0","0","1","0","6","2","6","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","13","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString ToRows-0(SplitOnString'ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1606_0.1)
From:SplitOnString,ToRows-0(SplitEndsToColumns-1(jsonDecodeList-1(getInputFromFile()))) (t1574_0.1) 

","-9083668",NULL,NULL,"1","0","0","1","0","30","4","30","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","30","10","30","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","30","10","30","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString' WHERE fbid='ToColumns-0(SplitOnString\nToRows-1(getInputFromFile()))) (t1629_0.1)
From:ReadCSVToTable-1(SplitOnString\nToRows-1(getInputFromFile())) (t1523_0.4) 

","2088798076",NULL,NULL,"1","0","0","1","0","6","2","6","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","15","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString' WHERE fbid='ToColumns-0(SplitOnString\nToRows-1(getInputFromFile()))) (t1629_0.1)
From:AlphabetLetters(SplitOnString\nToRows-1(getInputFromFile())) (t1523_1.16) 

","58639517",NULL,NULL,"1","0","0","1","0","6","2","6","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","17","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString' WHERE fbid='ToColumns-0(SplitOnString\nToRows-1(getInputFromFile()))) (t1629_0.1)
From:stringLength(SplitOnString\nToRows-1(getInputFromFile())) (t1523_1.12) 

","89745974",NULL,NULL,"1","0","0","1","0","6","2","6","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","13","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-0(SplitOnString' WHERE fbid='ToColumns-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.20)
From:ReadCSVToTable-1(SplitEndsToColumns-1(jsonDecodeList-1(getInputFromFile()))) (t1522_1.27) 

","431453208",NULL,NULL,"1","0","0","1","1","3","3","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0","3","3","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-0(SplitOnString' WHERE fbid='ToColumns-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.20)
From:JsonDecodeMapManyColsOut-0(jsonDecodeList-1(getInputFromFile())) (t1522_0.3) 

","2040001577",NULL,NULL,"1","0","0","1","1","3","3","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitAtCharacterIdxToColumns-0(SplitOnString' WHERE fbid='ToColumns-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.20)
From:JsonDecodeMapManyColsOut-4(jsonDecodeList-1(capitalise(getInputFromFile()))) (t1546_0.7) 

","-1946570464",NULL,NULL,"1","0","0","1","0","3","3","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0","3","3","3","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-1(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.7)
From:
","-504695522",NULL,NULL,"1","0","0","1","0","3","1","4","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","20","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-1(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.7)
From:
","-1835592110",NULL,NULL,"1","0","0","1","0","3","1","4","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-1(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.7)
From:
","-1535479828",NULL,NULL,"1","0","0","1","0","3","1","4","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString' WHERE fbid='ToColumns-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1631_0.1)
From:ReadCSVToTable-1(SplitOnString\nToRows-1(getInputFromFile())) (t1523_0.4) 

","-2095409848",NULL,NULL,"1","0","0","1","0","6","2","6","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","15","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString' WHERE fbid='ToColumns-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1631_0.1)
From:AlphabetLetters(SplitOnString\nToRows-1(getInputFromFile())) (t1523_1.16) 

","169398889",NULL,NULL,"1","0","0","1","0","6","2","6","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","17","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString' WHERE fbid='ToColumns-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1631_0.1)
From:stringLength(SplitOnString\nToRows-1(getInputFromFile())) (t1523_1.12) 

","200505346",NULL,NULL,"1","0","0","1","0","6","2","6","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","13","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.27)
From:
","680554417",NULL,NULL,"1","0","0","1","0","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","20","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.27)
From:
","-650342171",NULL,NULL,"1","0","0","1","1","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.27)
From:
","-350229889",NULL,NULL,"1","0","0","1","0","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString;ToRows-1(SplitOnString ToRows-1(getInputFromFile()))) (t1557_0.3)
From:
","-2042115232",NULL,NULL,"1","0","0","1","0","18","1","19","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","18","6","18","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString;ToRows-1(SplitOnString ToRows-1(getInputFromFile()))) (t1557_0.3)
From:
","2095079805",NULL,NULL,"1","0","0","1","0","18","1","19","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","18","6","18","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.25)
From:
","-1002586522",NULL,NULL,"1","0","0","1","0","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","20","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.25)
From:
","1961484186",NULL,NULL,"1","0","0","1","1","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToColumns-0(SplitOnString ToColumns-5(SplitOnString\nToRows-1(getInputFromFile()))) (t1529_1.25)
From:
","-2033370828",NULL,NULL,"1","0","0","1","0","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-2(SplitOnString' WHERE fbid='ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1569_0.8)
From:
","965071945",NULL,NULL,"1","0","0","1","0","3","1","6","3","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","20","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-2(SplitOnString' WHERE fbid='ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1569_0.8)
From:
","-365824643",NULL,NULL,"1","0","0","1","0","3","1","6","3","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-2(SplitOnString' WHERE fbid='ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1569_0.8)
From:
","-65712361",NULL,NULL,"1","0","0","1","0","3","1","6","3","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnStringE ToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t1570_0.1)
From:SplitOnString_ADToRows-0(SplitEndsToColumns-1(jsonDecodeList-1(getInputFromFile()))) (t1576_0.1) 

","-185124112",NULL,NULL,"1","0","0","1","0","9","3","9","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","3","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","3","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-4(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.10)
From:
","-441482786",NULL,NULL,"1","0","0","1","0","3","1","4","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","20","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-4(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.10)
From:
","-1772379374",NULL,NULL,"1","0","0","1","0","3","1","4","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-4(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.10)
From:
","-1472267092",NULL,NULL,"1","0","0","1","0","3","1","4","1","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
